City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,Ambilobe,-13.2,49.05,72.46,84,90,4.27,MG,2021-04-23 22:02:11
382,Pipri,19.8,75.5333,78.8,44,40,1.36,IN,2021-04-23 22:02:11
383,Fukuma,33.7667,130.4667,63.0,72,75,2.3,JP,2021-04-23 22:02:12
384,Mount Gambier,-37.8333,140.7667,50.0,93,40,9.22,AU,2021-04-23 22:01:22
385,Arman,59.7,150.1667,28.83,81,91,4.9,RU,2021-04-23 22:02:12
386,Maniitsoq,65.4167,-52.9,34.16,73,12,4.05,GL,2021-04-23 22:02:13
387,Ajdabiya,30.7554,20.2263,79.23,16,48,18.19,LY,2021-04-23 22:02:13
388,Balvi,57.1313,27.2658,33.12,84,100,8.7,LV,2021-04-23 22:02:14
389,Staryy Nadym,65.6118,72.6842,34.38,99,100,11.01,RU,2021-04-23 22:02:14
390,Annau,37.8876,58.516,69.8,56,75,4.61,TM,2021-04-23 22:02:14
391,Qui Nhon,13.7667,109.2333,77.0,88,70,2.26,VN,2021-04-23 22:02:15
392,Itaguai,-22.8522,-43.7753,75.0,78,40,8.05,BR,2021-04-23 22:02:15
393,Poronaysk,49.2167,143.1167,34.7,88,100,6.62,RU,2021-04-23 22:02:15
394,Usinsk,65.9939,57.5281,32.54,91,31,7.4,RU,2021-04-23 22:02:16
395,Isla Mujeres,21.2311,-86.731,86.0,58,75,14.97,MX,2021-04-23 22:02:16
396,Kalmunai,7.4167,81.8167,79.74,81,2,1.52,LK,2021-04-23 22:02:17
397,Leningradskiy,69.3833,178.4167,28.47,85,100,2.86,RU,2021-04-23 22:00:46
398,Huittinen,61.1833,22.7,35.6,93,90,8.05,FI,2021-04-23 22:02:17
399,Altamont,42.2068,-121.7372,68.0,9,1,16.11,US,2021-04-23 22:02:18
400,Hirara,24.8,125.2833,71.6,78,40,13.8,JP,2021-04-23 22:00:43
401,Dunedin,-45.8742,170.5036,54.0,86,66,5.99,NZ,2021-04-23 22:02:18
402,Banjar,-8.19,114.9675,77.0,78,20,3.44,ID,2021-04-23 22:02:19
403,Aykhal,66.0,111.5,21.02,87,81,6.71,RU,2021-04-23 21:59:28
404,Zlate Moravce,48.3855,18.4006,42.01,69,2,1.14,SK,2021-04-23 22:02:19
405,Adrar,20.5022,-10.0711,82.08,8,0,10.74,MR,2021-04-23 22:02:20
406,Tadpatri,14.9167,78.0167,84.85,51,18,3.44,IN,2021-04-23 22:02:20
407,Binzhou,37.3667,118.0167,52.66,86,100,11.7,CN,2021-04-23 22:02:20
408,Itarema,-2.9248,-39.9167,79.63,79,39,11.95,BR,2021-04-23 22:02:21
409,Touros,-5.1989,-35.4608,82.4,78,20,9.22,BR,2021-04-23 22:02:21
410,Baghdad,33.3406,44.4009,80.6,22,0,4.61,IQ,2021-04-23 21:58:55
411,Tinskoy,56.1525,96.9161,29.98,76,97,7.65,RU,2021-04-23 22:02:22
412,Kruisfontein,-34.0033,24.7314,59.0,91,4,4.74,ZA,2021-04-23 22:02:23
413,Dumalaguing,8.3469,125.055,73.99,91,100,5.99,PH,2021-04-23 22:02:23
414,Ko Samui,9.5357,99.9357,83.91,74,100,13.98,TH,2021-04-23 22:02:23
415,Bloomfield,40.8068,-74.1854,64.4,17,1,20.71,US,2021-04-23 21:59:48
416,Ayaviri,-14.8864,-70.5889,51.71,56,51,8.66,PE,2021-04-23 22:02:24
417,Namatanai,-3.6667,152.4333,78.22,84,100,3.91,PG,2021-04-23 22:01:39
418,Cabildo,-38.4842,-61.8954,61.0,83,100,5.68,AR,2021-04-23 22:02:25
419,Lujiang,31.2581,117.2817,62.01,82,75,8.95,CN,2021-04-23 22:02:25
420,Dunmore Town,25.5,-76.65,76.12,71,52,17.34,BS,2021-04-23 22:02:25
421,Morgan City,29.6994,-91.2068,73.4,78,90,16.11,US,2021-04-23 22:02:26
422,Barth,54.3635,12.7249,46.0,65,75,11.5,DE,2021-04-23 22:02:26
423,Bathsheba,13.2167,-59.5167,82.4,57,40,17.27,BB,2021-04-23 21:58:02
424,Tazovskiy,67.4667,78.7,32.81,98,100,13.56,RU,2021-04-23 21:59:14
425,Oxelosund,58.6706,17.1015,37.4,48,0,10.36,SE,2021-04-23 22:02:27
426,Egvekinot,66.3167,-179.1667,31.19,78,100,3.24,RU,2021-04-23 22:02:27
427,Rio Gallegos,-51.6226,-69.2181,53.6,62,75,4.61,AR,2021-04-23 22:02:28
428,Rawson,-43.3002,-65.1023,57.47,61,4,21.61,AR,2021-04-23 22:02:28
429,Yarim,14.298,44.3779,56.79,56,7,3.53,YE,2021-04-23 22:02:29
430,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,31.53,94,100,10.92,RU,2021-04-23 22:02:29
431,Mossendjo,-2.9506,12.7261,70.79,97,100,1.39,CG,2021-04-23 22:02:29
432,Monte Alegre,-2.0078,-54.0692,77.7,79,82,1.32,BR,2021-04-23 22:02:30
433,Gamboma,-1.8764,15.8644,73.83,91,100,5.53,CG,2021-04-23 22:02:30
434,Acajutla,13.5928,-89.8275,95.0,24,20,2.3,SV,2021-04-23 22:02:31
435,Moyale,3.5167,39.0584,67.32,84,58,4.16,KE,2021-04-23 22:02:31
436,Port Hedland,-20.3167,118.5667,66.2,45,0,4.61,AU,2021-04-23 22:02:32
437,Assiniboia,49.6334,-105.9845,33.8,23,100,5.75,CA,2021-04-23 21:58:35
438,Halifax,44.6453,-63.5724,46.99,53,100,14.97,CA,2021-04-23 22:01:21
439,Berlevag,70.8578,29.0864,28.4,80,20,10.36,NO,2021-04-23 22:02:32
440,Maningrida,-12.0667,134.2667,73.29,78,55,11.03,AU,2021-04-23 22:02:33
441,Foumban,5.7291,10.9001,66.04,90,60,3.53,CM,2021-04-23 22:02:33
442,Miquelon,47.0975,-56.3814,39.2,75,0,21.85,PM,2021-04-23 22:02:34
443,Mednogorsk,51.4128,57.595,43.72,81,100,14.29,RU,2021-04-23 22:02:34
444,College,64.8569,-147.8028,55.4,30,20,8.05,US,2021-04-23 22:02:34
445,Tottori,35.5,134.2333,51.8,93,0,3.44,JP,2021-04-23 22:01:00
446,Kieta,-6.2167,155.6333,80.42,79,97,2.24,PG,2021-04-23 22:02:35
447,Ati,13.2154,18.3353,89.65,12,100,8.28,TD,2021-04-23 22:02:35
448,Yagodnoye,62.55,149.6667,14.67,84,100,6.35,RU,2021-04-23 22:02:36
449,Savonlinna,61.8699,28.88,35.6,93,90,9.22,FI,2021-04-23 22:02:36
450,San Quintin,30.4833,-115.95,62.8,65,11,17.9,MX,2021-04-23 22:01:47
451,Lagonoy,13.7342,123.5207,75.65,91,83,1.77,PH,2021-04-23 22:02:37
452,Kiruna,67.8557,20.2251,26.6,80,20,10.36,SE,2021-04-23 22:02:37
453,Asyut,27.181,31.1837,71.6,40,0,11.5,EG,2021-04-23 22:02:38
454,Manaure,11.7751,-72.4445,87.49,56,12,16.96,CO,2021-04-23 22:02:38
455,Sturgeon Falls,46.3646,-79.9326,57.2,35,20,18.41,CA,2021-04-23 22:02:39
456,Balkanabat,39.5108,54.3671,63.12,57,71,4.65,TM,2021-04-23 22:02:39
457,Palmeira Das Missoes,-27.8994,-53.3136,68.11,49,20,3.09,BR,2021-04-23 22:02:39
458,Owensboro,37.7742,-87.1133,62.6,48,75,14.97,US,2021-04-23 21:58:01
459,Antalaha,-14.9003,50.2788,72.97,92,99,5.82,MG,2021-04-23 22:02:40
460,Fethiye,36.6217,29.1164,53.6,82,0,3.44,TR,2021-04-23 22:02:40
461,Sabang,5.8933,95.3214,82.58,74,100,17.78,ID,2021-04-23 22:02:41
462,Acapulco,16.8634,-99.8901,86.0,62,90,11.5,MX,2021-04-23 21:59:59
463,West Fargo,46.875,-96.9004,41.0,52,90,19.57,US,2021-04-23 22:02:41
464,Qaqortoq,60.7167,-46.0333,44.6,53,3,6.91,GL,2021-04-23 22:02:42
465,Saint-Georges,12.0564,-61.7485,84.2,70,20,16.11,GD,2021-04-23 22:02:42
466,Waddan,29.1614,16.139,82.76,14,21,6.58,LY,2021-04-23 22:02:43
467,Raudeberg,61.9875,5.1352,37.4,70,40,9.22,NO,2021-04-23 22:01:18
468,Waitati,-45.75,170.5667,54.0,86,66,5.99,NZ,2021-04-23 22:02:43
469,Mahebourg,-20.4081,57.7,78.8,78,40,9.22,MU,2021-04-23 22:02:44
470,Chegdomyn,51.1167,133.0167,31.87,47,1,7.4,RU,2021-04-23 22:02:44
471,Pampa,35.5362,-100.9599,68.0,63,40,13.8,US,2021-04-23 22:02:45
472,Sambava,-14.2667,50.1667,74.14,89,100,8.7,MG,2021-04-23 22:02:45
473,Fort Saint James,54.4333,-124.25,49.6,35,75,5.03,CA,2021-04-23 22:02:46
474,Wattegama,6.7989,81.4808,74.59,92,6,2.59,LK,2021-04-23 22:02:46
475,Shieli,44.1667,66.75,50.65,27,100,10.78,KZ,2021-04-23 22:02:46
476,Awjilah,29.1081,21.2869,78.17,14,1,12.75,LY,2021-04-23 22:02:47
477,Santa Maria Del Oro,25.9333,-105.3667,82.0,4,50,27.27,MX,2021-04-23 22:02:47
478,Rafsanjan,30.4067,55.9939,74.34,19,60,4.29,IR,2021-04-23 22:02:48
479,Coruripe,-10.1256,-36.1756,78.53,80,43,8.16,BR,2021-04-23 22:02:48
480,Nanortalik,60.1432,-45.2371,36.81,85,15,3.78,GL,2021-04-23 21:59:40
481,Ciudad Bolivar,8.1222,-63.5497,95.49,30,89,14.23,VE,2021-04-23 22:02:11
482,Araouane,18.9048,-3.5265,89.02,10,0,4.83,ML,2021-04-23 22:02:49
483,Altay,47.8667,88.1167,23.88,67,56,1.12,CN,2021-04-23 22:02:50
484,Eldorado,-23.7869,-54.2836,70.7,58,21,5.7,BR,2021-04-23 21:59:28
485,Kingaroy,-26.5333,151.8333,57.99,93,8,3.38,AU,2021-04-23 22:02:50
486,Vammala,61.3333,22.9,36.0,93,90,8.05,FI,2021-04-23 22:02:51
487,Ambon,-3.6954,128.1814,78.8,94,40,5.75,ID,2021-04-23 22:02:51
488,Tilichiki,60.4667,166.1,22.82,82,50,4.23,RU,2021-04-23 22:02:52
489,Vestmannaeyjar,63.4427,-20.2734,46.4,87,100,20.2,IS,2021-04-23 22:01:17
490,Kensington,-33.9167,151.2167,55.0,71,0,8.05,AU,2021-04-23 22:02:52
491,Shimoda,34.6667,138.95,54.0,63,100,1.99,JP,2021-04-23 22:02:53
492,Vanimo,-2.6741,141.3028,78.82,86,100,3.02,PG,2021-04-23 22:02:53
493,Rosetta,31.4044,30.4164,62.6,82,0,6.91,EG,2021-04-23 22:02:53
494,Langarud,37.197,50.1535,59.0,88,90,2.3,IR,2021-04-23 22:02:54
495,Hwange,-18.3693,26.5019,66.09,66,19,3.09,ZW,2021-04-23 22:02:55
496,Tuatapere,-46.1333,167.6833,46.99,95,99,1.01,NZ,2021-04-23 22:02:55
497,Nouakchott,18.0858,-15.9785,66.2,88,0,14.97,MR,2021-04-23 22:02:08
498,Anori,-3.7728,-61.6442,77.85,93,89,1.39,BR,2021-04-23 22:01:18
499,Republic,37.12,-93.4802,63.0,63,20,14.97,US,2021-04-23 22:02:56
500,Padilla,3.2204,-76.3139,80.6,61,75,14.97,CO,2021-04-23 22:02:56
501,Metro,-5.1131,105.3067,72.37,92,2,5.75,ID,2021-04-23 22:02:58
502,Lima,-12.0432,-77.0282,69.01,77,40,8.05,PE,2021-04-23 22:01:49
503,Palmer,42.1584,-72.3287,59.0,21,20,18.41,US,2021-04-23 22:02:58
504,Chunoyar,57.4467,97.3217,26.35,93,77,3.98,RU,2021-04-23 22:02:59
505,Zhigansk,66.7697,123.3711,10.22,90,55,5.03,RU,2021-04-23 22:02:59
506,Charters Towers,-20.1,146.2667,64.04,89,100,9.01,AU,2021-04-23 22:02:59
507,Hammerfest,70.6634,23.6821,32.0,64,75,9.22,NO,2021-04-23 22:03:00
508,Nadym,65.5333,72.5167,34.52,99,100,11.45,RU,2021-04-23 22:00:36
509,Damaturu,11.747,11.9608,88.0,11,25,4.9,NG,2021-04-23 22:03:01
510,Lagoa,39.05,-27.9833,57.81,78,7,32.37,PT,2021-04-23 22:03:01
511,Lasa,46.6166,10.7002,59.0,52,0,5.75,IT,2021-04-23 22:03:02
512,Houston,29.7633,-95.3633,75.2,94,90,26.46,US,2021-04-23 21:58:11
513,Yumen,40.2833,97.2,37.47,85,49,1.41,CN,2021-04-23 22:03:02
514,Vila Velha,-20.3297,-40.2925,77.0,69,75,8.05,BR,2021-04-23 22:03:03
515,Keti Bandar,24.1447,67.4497,80.83,78,0,11.7,PK,2021-04-23 21:58:20
516,Arlit,18.7369,7.3853,87.64,7,39,11.97,NE,2021-04-23 22:03:03
517,Diffa,13.3154,12.6113,91.42,11,94,6.71,NE,2021-04-23 22:03:04
518,Riyadh,24.6877,46.7219,82.4,13,0,5.75,SA,2021-04-23 21:58:06
519,Moron,-34.6534,-58.6198,75.2,57,0,8.05,AR,2021-04-23 22:03:04
520,Rabo De Peixe,37.8,-25.5833,59.0,67,40,20.71,PT,2021-04-23 22:03:05
521,Sosnovo-Ozerskoye,52.5249,111.5418,27.57,37,100,3.8,RU,2021-04-23 22:03:05
522,Valley,45.1277,-116.1262,59.0,28,20,5.14,US,2021-04-23 22:03:05
523,Kiama,-34.6833,150.8667,57.0,75,95,1.99,AU,2021-04-23 22:03:06
524,Elizabeth City,36.2946,-76.2511,62.01,33,1,10.36,US,2021-04-23 22:03:06
525,Juba,4.8517,31.5825,72.09,82,86,5.59,SS,2021-04-23 22:00:48
526,Dickson,36.077,-87.3878,62.6,48,1,6.91,US,2021-04-23 22:03:07
527,Kamenka,51.3223,42.7678,43.0,95,8,7.54,RU,2021-04-23 22:03:07
528,Kulhudhuffushi,6.6221,73.07,83.08,75,5,7.05,MV,2021-04-23 22:03:08
529,Presidencia Roque Saenz Pena,-26.7852,-60.4388,68.88,95,84,5.7,AR,2021-04-23 22:00:01
530,Marsh Harbour,26.5412,-77.0636,73.63,70,55,14.34,BS,2021-04-23 22:01:20
531,Chimore,-16.9833,-65.1333,74.34,95,46,1.59,BO,2021-04-23 22:03:09
532,Harnosand,62.6323,17.9379,37.99,41,90,17.27,SE,2021-04-23 22:03:09
533,Tezu,27.9167,96.1667,70.7,38,62,4.32,IN,2021-04-23 22:03:10
534,Bireun,5.203,96.7009,77.36,82,100,3.8,ID,2021-04-23 22:03:10
535,Pacifica,37.6138,-122.4869,60.01,82,90,8.05,US,2021-04-23 22:00:16
536,Morganton,35.7454,-81.6848,63.0,29,40,6.91,US,2021-04-23 21:58:43
537,Sur,22.5667,59.5289,86.45,31,0,15.37,OM,2021-04-23 22:03:11
538,Miri,4.4148,114.0089,77.0,94,40,5.75,MY,2021-04-23 22:03:11
539,Oktyabrskiy,54.4815,53.471,44.42,93,100,7.61,RU,2021-04-23 22:03:12
540,Kerch,45.3583,36.4758,51.31,85,97,14.74,UA,2021-04-23 22:03:12
541,Lipovtsy,44.2014,131.7244,53.91,86,100,6.29,RU,2021-04-23 22:03:13
542,Troitsko-Pechorsk,62.7084,56.1964,36.46,95,46,4.52,RU,2021-04-23 22:03:13
543,Tayoltita,24.0833,-105.9333,82.13,14,73,9.01,MX,2021-04-23 22:03:14
544,Buala,-8.145,159.5921,83.08,69,13,3.42,SB,2021-04-23 22:03:14
545,Charlotte,35.2271,-80.8431,64.99,29,75,5.75,US,2021-04-23 21:59:56
546,Panguna,-6.3164,155.4848,73.33,84,95,3.02,PG,2021-04-23 22:03:15
547,Verkhnyaya Toyma,62.2349,44.9985,46.0,82,60,9.06,RU,2021-04-23 22:03:15
548,Oksfjord,70.2396,22.3479,33.8,55,40,11.5,NO,2021-04-23 22:03:16
549,Rudnogorsk,57.2639,103.7519,19.15,98,56,2.51,RU,2021-04-23 22:03:16
550,Chor,25.5167,69.7667,83.44,32,0,5.93,PK,2021-04-23 22:03:16
551,Bethel,41.3712,-73.414,61.0,20,1,14.97,US,2021-04-23 22:00:47
552,Ulladulla,-35.35,150.4667,55.0,71,27,11.5,AU,2021-04-23 22:03:17
553,Lavrentiya,65.5833,-171.0,33.04,78,25,1.52,RU,2021-04-23 22:03:17
554,Umm Kaddadah,13.6017,26.6876,83.46,16,17,9.13,SD,2021-04-23 22:03:18
555,Ratne,51.6683,24.5303,36.34,67,84,8.01,UA,2021-04-23 22:03:18
556,Ruzhyn,49.7228,29.2046,37.58,78,50,9.24,UA,2021-04-23 22:03:18
557,Sao Felix Do Xingu,-6.6447,-51.995,73.92,96,87,0.74,BR,2021-04-23 22:03:19
558,Iralaya,15.0,-83.2333,86.0,74,20,5.75,HN,2021-04-23 22:03:19
559,Guerrero Negro,27.9769,-114.0611,65.07,59,13,21.27,MX,2021-04-23 22:03:20
560,Kristiinankaupunki,62.2743,21.376,33.46,96,100,19.84,FI,2021-04-23 22:03:20
561,Ilinden,41.9961,21.5822,48.2,93,90,3.53,MK,2021-04-23 22:03:21
562,Indramayu,-6.3264,108.32,77.95,78,55,6.89,ID,2021-04-23 22:03:21
563,Jalu,29.0331,21.5482,77.54,14,0,12.48,LY,2021-04-23 22:03:22
564,Mackay,-21.15,149.2,68.0,94,90,10.36,AU,2021-04-23 22:03:22
565,Hami,42.8,93.45,45.32,28,51,8.75,CN,2021-04-23 22:03:22
566,Kitimat,54.0524,-128.6534,61.0,39,100,1.01,CA,2021-04-23 22:00:39
567,Gaya,24.7833,85.0,69.8,49,11,5.17,IN,2021-04-23 22:03:19
568,Orange Cove,36.6244,-119.3137,80.01,38,1,4.61,US,2021-04-23 21:59:59
569,Turukhansk,65.8167,87.9833,23.18,92,35,12.24,RU,2021-04-23 22:03:23
570,Talcahuano,-36.7167,-73.1167,57.2,94,40,11.5,CL,2021-04-23 22:03:24
571,Escanaba,45.7453,-87.0646,57.2,38,90,7.54,US,2021-04-23 22:03:24
572,Klaksvik,62.2266,-6.589,42.8,100,40,5.75,FO,2021-04-23 22:02:15
